,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID
213,Hunterston A2,Nuclear,Steam Turbine,PP,GB,150.0,,,0.0,0.0,0.0,1964.0,1964.0,,1989,50.91388889,0.963888889,,
214,Hunterston B1,Nuclear,Steam Turbine,PP,GB,420.0,,,0.0,0.0,0.0,1976.0,1976.0,,2022,50.91388889,0.963888889,,
215,Hunterston B2,Nuclear,Steam Turbine,PP,GB,420.0,,,0.0,0.0,0.0,1977.0,1977.0,,2022,50.91388889,0.963888889,,
216,Oldbury A1,Nuclear,Steam Turbine,PP,GB,217.0,,,0.0,0.0,0.0,1967.0,1967.0,,2012,50.91388889,0.963888889,,
217,Oldbury A2,Nuclear,Steam Turbine,PP,GB,217.0,,,0.0,0.0,0.0,1968.0,1968.0,,2011,50.91388889,0.963888889,,
218,Sizewell A1,Nuclear,Steam Turbine,PP,GB,210.0,,,0.0,0.0,0.0,1966.0,1966.0,,2006,52.21666667,1.619444444,,
219,Sizewell A2,Nuclear,Steam Turbine,PP,GB,210.0,,,0.0,0.0,0.0,1966.0,1966.0,,2006,52.21666667,1.619444444,,
220,Sizewell B,Nuclear,Steam Turbine,PP,GB,1188.0,,,0.0,0.0,0.0,1995.0,1995.0,,2035,52.21666667,1.619444444,,
221,Torness 1,Nuclear,Steam Turbine,PP,GB,625.0,,,0.0,0.0,0.0,1988.0,1988.0,,2030,52.21666667,1.619444444,,
222,Torness 2,Nuclear,Steam Turbine,PP,GB,625.0,,,0.0,0.0,0.0,1989.0,1989.0,,2030,52.21666667,1.619444444,,
223,Trawsfynydd 1,Nuclear,Steam Turbine,PP,GB,195.0,,,0.0,0.0,0.0,1965.0,1965.0,,1991,52.21666667,1.619444444,,
224,Trawsfynydd 2,Nuclear,Steam Turbine,PP,GB,195.0,,,0.0,0.0,0.0,1965.0,1965.0,,1991,52.21666667,1.619444444,,
225,Windscale AGR   1,Nuclear,Steam Turbine,PP,GB,0.0,,,0.0,0.0,0.0,,,,1957,52.21666667,1.619444444,,
226,Windscale AGR   2,Nuclear,Steam Turbine,PP,GB,0.0,,,0.0,0.0,0.0,,,,1957,52.21666667,1.619444444,,
227,Windscale AGR   3,Nuclear,Steam Turbine,PP,GB,24.0,,,0.0,0.0,0.0,1963.0,1963.0,,1981,52.21666667,1.619444444,,
228,Winfrith SGHWR –,Nuclear,Steam Turbine,PP,GB,92.0,,,0.0,0.0,0.0,1967.0,1967.0,,1990,52.21666667,1.619444444,,
229,Wylfa 1,Nuclear,Steam Turbine,PP,GB,490.0,,,0.0,0.0,0.0,1971.0,1971.0,,2015,52.21666667,1.619444444,,
230,Wylfa 2,Nuclear,Steam Turbine,PP,GB,490.0,,,0.0,0.0,0.0,1971.0,1971.0,,2012,52.21666667,1.619444444,,
231,Penly 3,Nuclear,Steam Turbine,PP,FR,1650.0,,,0.0,0.0,0.0,2035,2035,,2095,49.97666667,1.211944444,,
232,Penly 4,Nuclear,Steam Turbine,PP,FR,1650.0,,,0.0,0.0,0.0,2035,2035,,2095,49.97666667,1.211944444,,
233,Gravelines 7,Nuclear,Steam Turbine,PP,FR,1650.0,,,0.0,0.0,0.0,2038,2038,,2098,51.01361111,2.136111111,,
234,Gravelines 8,Nuclear,Steam Turbine,PP,FR,1650.0,,,0.0,0.0,0.0,2038,2038,,2098,51.01361111,2.136111111,,
235,Bugey 6,Nuclear,Steam Turbine,PP,FR,1650.0,,,0.0,0.0,0.0,2045,2045,,2105,45.79722222,5.27,,
236,Bugey 7,Nuclear,Steam Turbine,PP,FR,1650.0,,,0.0,0.0,0.0,2045,2045,,2105,45.79722222,5.27,,
237,Borssele 2,Nuclear,Steam Turbine,PP,NL,1650.0,,,0.0,0.0,0.0,2035,2035,,2075,51.43083333,3.718333333,,
238,Borssele 3,Nuclear,Steam Turbine,PP,NL,1650.0,,,0.0,0.0,0.0,2035,2035,,2075,51.43083333,3.718333333,,
239,Cernavodă 3,Nuclear,Steam Turbine,PP,RO,720.0,,,0.0,0.0,0.0,2031,2031,,2071,44.32234722,28.05728056,,
240,Cernavodă 4,Nuclear,Steam Turbine,PP,RO,720.0,,,0.0,0.0,0.0,2032,2032,,2072,44.32234722,28.05728056,,
241,Ringhals 5,Nuclear,Steam Turbine,PP,SE,1250.0,,,0.0,0.0,0.0,2035,2035,,2075,57.26111111,12.10833333,,
242,Ringhals 6,Nuclear,Steam Turbine,PP,SE,1250.0,,,0.0,0.0,0.0,2035,2035,,2075,57.26111111,12.10833333,,
243,Krško 2,Nuclear,Steam Turbine,PP,SI,1200.0,,,0.0,0.0,0.0,2035,2035,,2075,45.93841389,15.51546944,,
244,Dukovany 5,Nuclear,Steam Turbine,PP,CZ,1200.0,,,0.0,0.0,0.0,2036,2036,,2076,49.08509444,16.14899167,,
245,Dukovany 6,Nuclear,Steam Turbine,PP,CZ,1200.0,,,0.0,0.0,0.0,2050,2050,,2090,49.08509444,16.14899167,,
246,Paks 5,Nuclear,Steam Turbine,PP,HU,1200.0,,,0.0,0.0,0.0,2032,2032,,2072,46.5725,18.85416667,,
247,Paks 6,Nuclear,Steam Turbine,PP,HU,1200.0,,,0.0,0.0,0.0,2032,2032,,2072,46.5725,18.85416667,,
248,Bohunice 5,Nuclear,Steam Turbine,PP,SK,1200.0,,,0.0,0.0,0.0,2040,2040,,2080,48.49444444,17.68055556,,
249,Bradwell B1,Nuclear,Steam Turbine,PP,GB,1150.0,,,0.0,0.0,0.0,2030,2030,,2070,51.74194444,0.8975,,
250,Bradwell B2,Nuclear,Steam Turbine,PP,GB,1150.0,,,0.0,0.0,0.0,2030,2030,,2070,51.74194444,0.8975,,
251,Pomerania 1,Nuclear,Steam Turbine,PP,PL,1250.0,,,0.0,0.0,0.0,2033,2033,,2073,54.742854,17.892155,,
252,Pomerania 2,Nuclear,Steam Turbine,PP,PL,1250.0,,,0.0,0.0,0.0,2033,2033,,2073,54.742854,17.892155,,
253,Pomerania 3,Nuclear,Steam Turbine,PP,PL,1250.0,,,0.0,0.0,0.0,2033,2033,,2073,54.742854,17.892155,,
254,Patnów 1,Nuclear,Steam Turbine,PP,PL,1400.0,,,0.0,0.0,0.0,2035,2035,,2075,52.302,18.237,,
255,Patnów 2,Nuclear,Steam Turbine,PP,PL,1400.0,,,0.0,0.0,0.0,2035,2035,,2075,52.302,18.237,,
