,,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE
GB,services,111.93565387643636,122.02380704745133,126.57771778315772,131.13162851886412,135.68553925457053,140.23944999027694,144.79336072598335,149.34727146168973,153.90118219739617,158.45509293310255,163.00900366880896,174.68629780375832,179.37484635318555,184.06339490261283,193.94325086769757,198.72465430190172,211.28938896283012,216.20520154979368,221.1210141367573,225.7916526619648,229.8902183764081,233.98878409085134,238.08734980529462,242.18591551973785,246.28448123418116,250.38304694862444,254.4816126630677,258.58017837751095,262.67874409195423,266.77730980639745,270.87587552084074,274.9744412352841,279.0730069497273,283.1715726641706,0.7702484935633698,0.6354014471955179,0.5795894639924174,0.5400071095845353,0.5099483245216369,0.48606339621050887,0.46645550736427654,0.44995509261848304,0.4357950827890524,0.423448232234561,0.41253851446493534,0.3599364698019471,0.35001064903300316,0.34088265456036615,0.2991425205494222,0.29010533647110465,0.24785198979050976,0.23580308755316612,0.22644997889219076,0.2191348075589168,0.2160303204713359,0.21316424594960093,0.21051000333881,0.20804484176465562,0.20574917088281763,0.20360602791111163,0.20160064948221268,0.199720124925804,0.1979531133940923,0.19628961147174998,0.19472076102470914,0.1932386893596916,0.19183637550843594,0.19050753777222237
GB,tot,158.45418736997388,166.19996105648897,177.30609916377134,183.63202754884048,189.95795593390966,198.52221044437454,204.89585645101994,211.34871626319745,217.72398192746806,225.84050537574964,232.2499752207786,240.63039142096932,247.07711377556382,255.32764750134186,268.4023485550729,274.9998870399318,288.0357170723853,294.7444374261539,301.45315777992266,307.9231374658623,313.8360555935343,319.7489737212062,325.66189184887816,331.5748099765501,337.487728104222,343.40064623189403,349.313564359566,355.22648248723794,361.13940061490985,367.0523187425818,372.96523687025376,378.8781549979258,384.79107312559773,390.7039912532697,0.7683210058667082,0.6579730149748675,0.5790045157441477,0.5378959418172504,0.5069669520185021,0.47178337860455555,0.45159792383618835,0.433974588603905,0.41939798409889234,0.3983058778977399,0.386893451971154,0.3648250010340315,0.35528900831466464,0.3384422534201966,0.2973227013032511,0.288489106423803,0.24992398106048958,0.2368330247933808,0.22796217390344847,0.22087295158902573,0.2173897679931054,0.21416503879428103,0.21117070975155475,0.20838269031068898,0.20578017008222307,0.20334507340957264,0.20106162026081828,0.19891596982639267,0.1968959290596365,0.19499071265787143,0.19319074411897927,0.19148748984397113,0.1898733200122949,0.18834139128982305
GR,residential,104.53333552821442,112.27333591294484,116.40156859006551,121.4015474161946,127.3506176474508,132.70305451765105,138.47667609700886,142.7210105976229,148.33308021663015,156.69464558008704,162.60859561601583,166.9907627507826,171.3729298855494,175.7550970203162,180.137264155083,184.5194312898498,188.9015984246166,193.28376555938337,197.66593269415017,201.8787722271303,205.6965140226082,209.5142558180861,213.331997613564,217.14973940904196,220.96748120451986,224.78522299999776,228.60296479547569,232.4207065909536,236.2384483864315,240.05619018190944,243.87393197738734,247.69167377286527,251.5094155683432,255.3271573638211,0.6435866008230096,0.502087325743003,0.43145012578322495,0.3807670904495004,0.3324482187770131,0.30507501467223974,0.2749339885273129,0.25930387748313977,0.2350467643990382,0.18780064299009125,0.16276732298346164,0.15337723003674375,0.14494227874001012,0.1372853596606642,0.13027190411031045,0.12379789732504735,0.11778173368069772,0.09211528522955123,0.08701849849606237,0.08296950544395762,0.08087623514837351,0.07896940233645172,0.07722554763506471,0.07562494916169686,0.07415091174458924,0.07278921167443096,0.07152765879926125,0.07035574810575008,0.06926438022397363,0.06824563550930757,0.06729259013079548,0.06639916535885775,0.06556000328894834,0.06477036376394378
GR,services,84.13330832547389,87.37104146121123,90.60877459694856,93.84650773268591,97.08424086842324,100.32197400416058,107.16971634863569,116.09986587204385,119.52780252658677,122.95573918112972,126.38367583567265,129.81161249021557,133.23954914475846,136.6674857993014,140.09542245384435,143.52335910838727,146.9512957629302,150.3792324174731,154.67307918804812,157.9454798983015,160.82123726735878,163.69699463641606,166.57275200547335,169.44850937453063,172.3242667435879,175.2000241126452,178.0757814817025,180.9515388507598,183.82729621981707,186.70305358887435,189.57881095793164,192.45456832698892,195.33032569604623,198.2060830651035,0.5415663321110504,0.43784626794383014,0.3804523630395114,0.34288990252885104,0.31595360678432477,0.2954722499747659,0.24652627649662068,0.18191703587379457,0.16968158996444707,0.159066139045687,0.14970492212037137,0.14133730787451762,0.13377238930510799,0.12686707215696866,0.12051198496156601,0.11462212090849516,0.10913044786403665,0.09562655452543906,0.08591545758062907,0.0819738340962346,0.08015814348627417,0.07849924657045393,0.07697786339305973,0.07557773125397535,0.07428503902070069,0.07308798379540604,0.07197642018038179,0.07094158037222073,0.06997584896908234,0.06907258042991896,0.06822595006702899,0.06743083161257966,0.06668269600073015,0.06597752720554297
GR,tot,98.0538794485839,104.36386983339185,108.2092620706454,112.6495164690111,117.73741188648432,122.41817661464732,128.53296040190952,134.26560334131764,139.18394870816218,145.97849505664848,151.1028375906863,155.18192206654248,159.26100654239866,163.34009101825487,167.41917549411104,171.49825996996725,175.57734444582343,179.6564289216796,184.0105437447985,187.9246811247433,191.4432298525831,194.96177858042293,198.48032730826276,201.9988760361026,205.51742476394242,209.03597349178224,212.55452221962207,216.0730709474619,219.5916196753017,223.11016840314156,226.62871713098139,230.14726585882119,233.66581458666104,237.18436331450087,0.6111829258777899,0.4816830827298943,0.41525221778176313,0.368736539062844,0.3272092005690955,0.30202498481287027,0.2659111318126447,0.23472427097743304,0.2142854794910738,0.17867399063676864,0.1586184435802248,0.14955311029038212,0.14139449876459645,0.13397630346998962,0.12717195885844632,0.12088348747173244,0.1150339125173095,0.09323053448683673,0.08666815067080921,0.08265326033785055,0.08064815489438756,0.07882007147497333,0.07714687817292437,0.07560995181114369,0.07419351324634252,0.0728841076672861,0.07167019437680275,0.07054182013413038,0.069490356907247,0.06850828973227131,0.0675890438880973,0.0667268431660192,0.06591659291721777,0.06515378298309692
HR,residential,78.30929933045637,81.43909755255576,84.56889577465516,87.69869399675454,90.82849221885394,93.95829044095333,97.08808866305274,100.21788688515211,103.34768510725152,106.4774833293509,109.6072815514503,116.42279027322515,121.67091574124183,129.26036889343266,134.8908374712692,138.24894686117918,144.9606490484423,148.37667111782875,151.79269318721524,155.57116058722772,163.28406568858452,166.41386391068392,173.68790301591832,176.81770123801772,179.9474994601171,183.07729768221648,186.20709590431588,189.33689412641527,192.46669234851467,195.59649057061407,198.72628879271343,201.85608701481289,204.98588523691222,208.11568345901165,0.8405936130859955,0.7588249518098075,0.7046476660273449,0.6649950507052576,0.6342614325055789,0.6095237039152537,0.5890669285866981,0.5718014952857077,0.5569939175882516,0.5441282621472419,0.5328288467701101,0.5047010781681353,0.48337186278621624,0.4459213606936512,0.43143730774130745,0.4229513770961022,0.39468721784254446,0.3230498246419509,0.3151569233902354,0.3070487595998443,0.2875593365227524,0.2835470862319982,0.2787721773897105,0.27528326238858003,0.27201729882040127,0.2689533410157199,0.2660730158073104,0.2633601353308833,0.2608003783698985,0.25838102637505334,0.25609074343007904,0.25391939179304196,0.2518578764289488,0.24989801331556943
HR,services,62.93675488448374,68.0509217522346,70.56220206486195,73.07348237748931,75.58476269011666,78.09604300274403,80.60732331537139,83.11860362799872,85.62988394062609,88.14116425325345,90.65244456588081,97.08479503952935,99.67018680795479,102.25557857638029,104.84097034480573,107.42636211323119,113.70182028403093,116.35093524299292,120.23526576581375,122.77258054045988,125.00091808590301,127.22925563134615,129.4575931767893,131.68593072223243,133.91426826767557,136.14260581311873,138.37094335856187,140.599280904005,142.82761844944812,145.0559559948913,147.28429354033443,149.51263108577757,151.74096863122074,153.96930617666388,0.7151524645931553,0.5809184502514289,0.5234882787204712,0.48334121476713676,0.45323147048474477,0.4295438233556835,0.4102459178470154,0.3940968705017106,0.38029150169447207,0.36828228933513346,0.3576827855123281,0.3103577556682418,0.30077694966932234,0.2919576258034208,0.2837757899403997,0.27613367809204026,0.2418045191449549,0.18959762385193327,0.17856271167451165,0.17238058514255256,0.16961407427653802,0.1670675520427161,0.1647157303048733,0.16253706326929374,0.16051307809492935,0.15862784459630336,0.15686755136394295,0.15522016413554315,0.15367514834009788,0.15222324214942587,0.1508562696057024,0.14956698578982447,0.1483489477885914,0.14719640657311128
HR,tot,68.9490371295206,73.28710707865213,76.04029296900772,78.79347885936332,81.5466647497189,84.29985064007451,87.05303653043012,89.80622242078567,92.55940831114128,95.31259420149689,98.06578009185249,104.64798575312761,108.27478654798836,112.81729280168494,116.59362997933262,119.48123563644816,125.92731111552138,128.87636744201706,132.577540088165,135.60027612271364,139.97365662145677,142.55456013539703,146.7562978559579,149.3372013698982,151.91810488383842,154.4990083977787,157.07991191171897,159.66081542565922,162.24171893959945,164.82262245353974,167.40352596747996,169.98442948142025,172.5653329953605,175.14623650930076,0.7642131514905752,0.6504986101498305,0.5943406591871427,0.5543869766702503,0.5240332320475616,0.4999348925866232,0.48018374705208267,0.4635980753415945,0.44940073741449743,0.4370565657026643,0.4261833228234547,0.38636644189543934,0.3721907717613676,0.3521736448829822,0.34152697907305996,0.33355484529579116,0.30159773933588085,0.24179147505144116,0.23198541972128553,0.22505000998023583,0.21574308099896836,0.21262330488360992,0.20932380115158375,0.20663268930847323,0.20412295991186297,0.20177672119435486,0.19957837761924607,0.1975142704288494,0.1955723840753567,0.19374210478894197,0.19201402073556517,0.19037975559803863,0.18883182920450736,0.18736354018749524
HU,residential,69.18356600596583,71.95840305393305,74.73324010190028,77.50807714986752,80.28291419783474,83.05775124580198,85.8325882937692,92.06543337321223,94.91097513027152,97.75651688733083,100.60205864439013,105.83511209398979,108.7257797886128,114.58424600200358,121.13896654365588,128.82558102475932,131.91706141595594,137.9488603356755,143.49524248752255,146.5547710412901,149.32960808925733,152.1044451372246,154.87928218519178,157.65411923315904,160.42895628112623,163.2037933290935,165.9786303770607,168.75346742502796,171.52830447299513,174.30314152096238,177.07797856892964,179.85281561689686,182.6276526648641,185.40248971283137,0.8158374721126523,0.7234317281831825,0.6639035371601518,0.6216688128596667,0.5898504031417556,0.5648729839955509,0.5446672801673772,0.5022087231803719,0.48760211217620775,0.47503132077513005,0.4640744147809304,0.4444265840514071,0.43557245517916027,0.4131019698827217,0.38957871268573413,0.34875344145221593,0.3403675246599609,0.27630544820961067,0.24894170278442548,0.2410859350197582,0.23738280591710167,0.2339621277056312,0.23079259623279005,0.22784739546126676,0.2251034163777461,0.22254063440762428,0.22014160885605913,0.21789107722658416,0.2157756239873762,0.2137834082527478,0.21190393845787647,0.21012788479451797,0.2084469221989659,0.20685359821980304
HU,services,49.261194631290486,51.31279876499426,53.36440289869804,55.41600703240182,57.4676111661056,59.519215299809375,61.57081943351316,63.62242356721693,65.67402770092072,67.7256318346245,76.01386695206551,88.59486203697753,90.96335779529282,94.76217324278814,100.28895153939416,102.7395218305783,105.19009212176243,107.64066241294657,110.09123270413072,112.42211314807075,115.06688290839115,117.11848704209493,119.17009117579872,121.22169530950248,123.27329944320627,125.32490357691003,127.37650771061382,129.4281118443176,131.47971597802135,133.53132011172514,135.58292424542893,137.63452837913272,139.68613251283648,141.73773664654027,0.7721273305797948,0.6793883449087196,0.6210425496094909,0.5804965495540482,0.5505078841831195,0.5273496230635899,0.5088875683122157,0.4938035592759496,0.4812359986208244,0.470596283246393,0.4217584752324958,0.337739363629955,0.3279117399663129,0.3064617761379342,0.2704311942618616,0.261298920621122,0.25265871998750394,0.216480531040777,0.20853995479553936,0.20223814187320538,0.19611331797087644,0.19337774350555897,0.1908530177161526,0.18851567026415783,0.186345591524539,0.18432545129403563,0.18244023425426817,0.18067686568323138,0.17902390757865178,0.17747131019365883,0.176010207533018,0.17463274798802902,0.17333195325689887,0.17210160018479986
HU,tot,64.2111719201264,66.80549837535669,69.39982483058698,71.99415128581728,74.58847774104757,77.18280419627787,79.77713065150816,84.9663862225008,87.61377030702938,90.26115439155797,94.46512962860956,101.53214455013345,104.2924841528312,109.63688529361463,115.935043308461,122.31480155877233,125.24631818205587,130.38428374641472,135.15798696876448,138.03565335944785,140.77802711277548,143.37235356800576,145.96668002323605,148.56100647846634,151.15533293369663,153.74965938892694,156.34398584415723,158.93831229938755,161.53263875461778,164.1269652098481,166.7212916650784,169.3156181203087,171.909944575539,174.5042710307693,0.804927924992902,0.71243900776875,0.6532059290791652,0.6113926908704079,0.5800309642349686,0.5555075859478025,0.5357370768157923,0.5001108912253875,0.486013203667414,0.4739243865671672,0.4535128443940415,0.4177986844966072,0.4087015825539214,0.3864858076439534,0.3598408664820232,0.3269258018614175,0.3184764187555827,0.2613738389788802,0.23885789253014614,0.23138997396888755,0.22708241777905674,0.22383273355979186,0.2208241381475495,0.2180306505528483,0.21542991037508893,0.2130025655236747,0.21073178064975118,0.20860283930012094,0.20660281951152515,0.2047203274458638,0.20294527726173225,0.20126870809244107,0.19968263101052225,0.19817990038280697
IE,residential,169.21246630104446,178.9709711167538,187.738819783636,194.38712737478846,201.03543496594096,207.68374255709344,214.332050148246,220.98035773939847,227.78183021735384,237.14517450551455,244.0973148116795,255.06034873628928,261.85016227017803,277.6876760928629,284.6422696580892,292.80252812620563,299.77830799671034,306.75408786721493,313.78488768034015,324.46991618578375,330.61298820338106,336.7560602209784,342.89913223857565,349.042204256173,355.18527627377034,361.32834829136766,367.471420308965,373.6144923265623,379.7575643441596,385.9006363617569,392.04370837935426,398.1867803969516,404.3298524145489,410.4729244321463,0.7389209765941349,0.6346934628475861,0.566678934648971,0.5282770856607907,0.49901862687086407,0.475695512460858,0.45648988479204067,0.44028040443598043,0.42547099206181094,0.4046709511229076,0.39236416847280087,0.3679668357657059,0.3586022613412725,0.31442229073972205,0.305361149214463,0.2905770353916084,0.28229879759413085,0.23805942686775486,0.2304231514748495,0.21679866412913118,0.2136409568232185,0.21072161288185864,0.2080144191399193,0.20549690005746887,0.20314966949907282,0.20095591382916367,0.19890097610821522,0.1969720189110788,0.19515774885519502,0.19344818998134106,0.19183449611761605,0.190308794582811,0.18886405525928676,0.18749398033633877
IE,services,114.71286549511417,119.36825025022362,124.02363500533306,128.67901976044251,135.76103880506847,140.46928248797315,145.17752617087785,149.88576985378253,163.14374010553814,168.02329439780974,186.8692154689095,192.01783107779562,197.1664466866818,202.31506229556794,216.79017688910903,222.10561193657813,233.4306612489215,238.84987540307688,244.2690895572323,249.41942774746207,253.94238868853193,258.46534962960175,262.9883105706716,267.5112715117415,272.0342324528114,276.5571933938812,281.0801543349511,285.60311527602096,290.1260762170908,294.6490371581607,299.17199809923056,303.69495904030043,308.2179199813703,312.7408809224402,0.827005298998635,0.7542240227766628,0.7054958706480042,0.6699947943120862,0.6295835106736632,0.6076324571215409,0.5895965198059854,0.5744518934031718,0.5179774864458428,0.5058868928865992,0.42813762332004784,0.4169332593082079,0.4066558909321302,0.39715459427789396,0.3395995885314442,0.3297612734644107,0.2833398503608535,0.21449072748858086,0.20461037430257079,0.1969565061575142,0.19390304170716252,0.1910806163715993,0.18846370547429284,0.18603043762711796,0.18376196017003293,0.18164193299464032,0.1796561213321881,0.17779206556918195,0.17603881155602336,0.17438668882079192,0.1728271270153376,0.17135250309617533,0.16995601338142538,0.16863156587070138
IE,tot,153.44971406705463,161.73225913359116,169.3106724880326,175.38257312534574,182.15632174874523,188.24351061147414,194.3306994742031,200.417888336932,209.08675384534507,217.1532653176817,227.54540732203637,236.82675488674255,243.14188978305972,255.88788638897788,265.01761716414387,272.35507608756643,280.58878180700884,287.11436095384016,293.6790467941924,302.7632938105891,308.4377860750653,314.1122783395414,319.78677060401753,325.4612628684937,331.1357551329699,336.810247397446,342.48473966192216,348.1592319263983,353.8337241908745,359.50821645535063,365.18270871982685,370.857200984303,376.53169324877916,382.2061855132554,0.764397334755091,0.669264919751672,0.6068285308969545,0.5692656634779708,0.5367815073949219,0.5138552299347825,0.4949879082160328,0.4790864122998987,0.4522263614488799,0.4339453272386572,0.40271081499813866,0.3821292441259719,0.3725006651090702,0.3383507009140135,0.315263827910292,0.3019101722785862,0.28259989808994534,0.23124272429934112,0.22295740117538046,0.21105977769199877,0.20793222022718716,0.20504090775665362,0.20235982624471016,0.1998666748883975,0.19754222184773124,0.19536979044395364,0.19333484584069552,0.1914246598861131,0.18962803731295494,0.18793509051715285,0.18633705310246268,0.18482612458962797,0.18339534035232913,0.18203846210574806
IT,residential,100.96201280728236,107.66464797044202,111.76598184653348,119.33973834567054,123.51839568701737,128.81609728636954,136.93455369763188,141.2188065560614,147.2777729870004,151.5975857269197,160.03019620813205,165.9283185597101,174.0971780436232,179.93167011445576,189.31133456275273,193.9193843712431,198.5274341797335,203.13548398822385,207.74353379671425,212.14157474539383,216.04959502118146,219.95761529696912,223.86563557275673,227.7736558485444,231.68167612433206,235.58969640011975,239.49771667590738,243.40573695169505,247.31375722748268,251.2217775032703,255.129797779058,259.0378180548457,262.9458383306333,266.853858606421,0.7913295110361989,0.676166077588758,0.6157777406225821,0.5441618831018394,0.5117182650666858,0.482401378395952,0.43002178186714646,0.4122347191850976,0.38907311721722015,0.37577310408551134,0.3383350019022306,0.3202437440478491,0.2848407598138145,0.26982763501652346,0.22023398331830676,0.2102624473376003,0.20084888884799892,0.15210861175861712,0.14391323403204642,0.13750863368250615,0.13463059824853568,0.13198820296776215,0.12955388847563498,0.1273042113453632,0.1252191052855284,0.12328129578633285,0.12147583228231122,0.11978971120784145,0.11821157000048903,0.11673143695734728,0.11534052541130295,0.11403106333729073,0.11279615147904286,0.11162964458443632
IT,services,100.82358474546659,104.7318945251996,108.64020430493264,116.19017351044025,120.1795752990238,124.16897708760735,128.15837887619094,135.762940338302,139.8262600619255,143.889579785549,152.39893100507769,156.54790329009683,160.69687557511597,168.5784438625486,172.79539555300957,177.01234724347057,181.22929893393155,185.44625062439252,189.66320231485352,193.66997619369704,197.18633517876648,200.70269416383596,204.2190531489054,207.73541213397485,211.2517711190443,214.76813010411377,218.2844890891832,221.80084807425268,225.3172070593221,228.83356604439157,232.34992502946105,235.86628401453052,239.38264299959997,242.8990019846694,0.6811061881198334,0.5999868495201638,0.5464263601334317,0.46784134085189605,0.43770609207920136,0.4135683834407145,0.3936309790380933,0.3462318915217124,0.3311845931803534,0.31793464104439506,0.2782602350378585,0.2670084439547343,0.25670484003842364,0.21481596150773277,0.2050365132669484,0.19583717064350675,0.1871402306983217,0.14299768709767677,0.13542115046263767,0.1295204491228992,0.12694405506262355,0.12457758084093201,0.12239657318967315,0.12038021685135024,0.11851068417450006,0.11677261922361332,0.1151527250467629,0.11363943082909604,0.11222262147263161,0.11089341636977705,0.10964398724978901,0.10846740728591854,0.10735752538691855,0.10630886090827332
IT,tot,100.93269872363985,107.04359629443756,111.10405461082348,118.67277381690062,122.81135364050472,127.83200440508172,135.07607558703384,140.06345036200688,145.69981061229277,149.9653073585126,158.41416876740743,163.9418840593051,171.25947604704598,177.52746521845847,185.8138528295276,190.33908212609313,194.86431142265866,199.3895407192242,203.9147700157897,208.2299546746297,212.05503517877676,215.88011568292382,219.7051961870708,223.53027669121786,227.35535719536492,231.180437699512,235.00551820365902,238.83059870780608,242.65567921195313,246.48075971610012,250.30584022024726,254.13092072439431,257.9560012285413,261.7810817326884,0.7679881764473544,0.6600340575768215,0.6010916131010612,0.5279999378299693,0.49604514936267896,0.46782502628196676,0.42231551896093644,0.39825769469029193,0.37681441032426866,0.3635249983105514,0.3256133274269282,0.3089704225897964,0.2788825841748838,0.25817814157278784,0.21701570587949415,0.20720769267275518,0.19794588821102396,0.15017924567439805,0.14211491622865013,0.1358170235619811,0.1330028649196275,0.1304188997931057,0.12803822657734285,0.125837958397258,0.12379850302484179,0.12190299223531144,0.12013682563906147,0.11848730307554056,0.11694332615040881,0.11549515421549567,0.11413420355756146,0.11285288113413883,0.11164444612339672,0.11050289401319455
LT,residential,75.08768426361867,78.09279434472835,81.09790442583802,84.10301450694769,87.10812458805736,90.11323466916704,93.11834475027673,96.1234548313864,99.12856491249607,102.13367499360574,105.13878507471541,108.1438951558251,111.14900523693477,116.34904883594432,123.37400576919251,131.2995409448336,137.98505034305012,148.16222614655595,154.45325183040507,157.7536744734022,160.7587845545119,163.76389463562154,166.76900471673122,169.7741147978409,172.77922487895057,175.78433496006025,178.78944504116993,181.79455512227963,184.79966520338928,187.80477528449896,190.80988536560864,193.8149954467183,196.82010552782796,199.82521560893767,0.8774567424864449,0.8007391901128064,0.7475068639313103,0.7079912320999653,0.6773047339458739,0.6526868333413245,0.6324437140670971,0.6154710644220094,0.6010145761050909,0.5885395909995844,0.5776555351477252,0.5680698382458897,0.5595586390959512,0.537283187887789,0.5154684856074434,0.48797377865089375,0.46380012421380873,0.36384934802318025,0.3369808852402407,0.32848245467762194,0.324401242572491,0.320620143274102,0.31710691125671825,0.3138337979381781,0.310776788862544,0.30791499194645455,0.30523014283540767,0.3027062019020923,0.3003290235828703,0.2980860832777627,0.2959662504031393,0.293959598709616,0.2920572468881539,0.2902512239464836
LT,services,51.31447764529806,53.44387183832647,55.57326603135489,57.7026602243833,59.83205441741172,61.96144861044013,64.09084280346856,66.22023699649696,68.34963118952538,70.47902538255379,72.6084195755822,74.73781376861062,76.86720796163904,88.48696056928864,95.12485800339643,104.30732986632053,109.72409640904971,112.27380244102358,114.82350847299746,117.24712095328769,119.37651514631611,121.50590933934451,123.63530353237293,125.76469772540133,127.89409191842975,130.02348611145817,132.1528803044866,134.282274497515,136.41166869054342,138.5410628835718,140.67045707660023,142.79985126962868,144.9292454626571,147.0586396556855,0.8836347940899091,0.818216841771165,0.771924590828395,0.7371849933502213,0.7100371724246066,0.6881789584499765,0.6701694350724453,0.6550555972381868,0.6421795347639934,0.6310711751680611,0.6213850353128566,0.612861122073432,0.6052997992260802,0.5380005319958258,0.49645084077447943,0.43384853446201976,0.4042197794594296,0.33121479779856094,0.3208130976928069,0.31262376183645685,0.30908315449763113,0.30580673648840984,0.30276588955763506,0.29993599964991846,0.29729577791492495,0.29482671577351754,0.2925126440585761,0.29033937369429064,0.2882944008011398,0.28636666310846537,0.28454633752968556,0.2828246709895902,0.28119383828766326,0.27964682207742314
LT,tot,68.36457303268352,71.12202887779584,73.87948472290816,76.63694056802048,79.3943964131328,82.15185225824511,84.90930810335746,87.66676394846976,90.42421979358208,93.1816756386944,95.9391314838067,98.69658732891905,101.45404317403136,108.46959355040859,115.38508926929518,123.66608869906574,129.99279503474872,138.01290685829125,143.24587972773134,146.29833867163921,149.05579451675152,151.81325036186382,154.57070620697613,157.32816205208846,160.0856178972008,162.8430737423131,165.60052958742543,168.3579854325378,171.11544127765006,173.87289712276237,176.6303529678747,179.38780881298703,182.14526465809934,184.90272050321167,0.8792039080576446,0.8056819055841021,0.7544122468092426,0.7162472872163828,0.6865615341868087,0.6627240785795772,0.6431126247722572,0.6266656508915802,0.6126561102205337,0.6005676095914133,0.5900223268222151,0.5807369045017681,0.5724943323040304,0.5374860542619646,0.510090256931136,0.4726670494020554,0.4469506814191433,0.35462023077979704,0.332408602006234,0.3239975840558261,0.32006925607920994,0.31643088167686556,0.31305124112369176,0.30990347228807996,0.30696433152090585,0.30421360079865534,0.30163360829008345,0.2992088377076112,0.29692560775921073,0.29477180739461234,0.2927366757930129,0.29081061848107315,0.2889850528193945,0.287252277508678
LU,residential,187.44299094302923,194.91745449331322,212.88167076987915,220.59503869166204,228.30840661344484,244.07297796437342,251.95798498472482,259.8429920050761,267.7279990254274,275.61300604577866,290.1483483919042,298.16147377023776,306.1745991485713,314.1877245269049,322.20084990523844,336.4465178997898,344.56916338624876,352.69180887270767,366.1887722155218,387.0290735383005,394.50353708858444,401.97800063886837,409.4524641891524,416.92692773943645,424.4013912897204,431.8758548400044,439.35031839028835,446.8247819405724,454.29924549085626,461.77370904114025,469.2481725914243,476.7226361417082,484.19709969199226,491.6715632422763,0.8360925321442914,0.7392020238258661,0.6445779900393651,0.599263992306119,0.5648711676075513,0.5105725869360573,0.48796971024286423,0.4690719027152491,0.45297873099334046,0.43906554186173324,0.4045560889750396,0.3932394977503917,0.38307297397200396,0.3738633146907863,0.3654589209110871,0.3433200500566468,0.3355770472428321,0.28525596443640766,0.26756897478177233,0.23921625207766495,0.2352357551860926,0.23155968718337486,0.22815431223465624,0.2249907209249039,0.22204399323454196,0.2192925306283029,0.2167175185259066,0.2143024902796587,0.21203297089546272,0.20989618392683124,0.20788080880631424,0.20597677874011663,0.20417511144739464,0.2024677666645402
LU,services,119.02000011113071,123.97994725331958,144.89710068635435,150.22047358692555,155.54384648749675,164.7609847754255,170.1673666804275,175.5737485854295,180.98013049043152,189.2243771344626,194.68650428258292,200.14863143070326,205.6107585788236,211.07288572694395,216.5350128750643,228.67178950632496,234.25120559703356,239.83062168774217,255.87925129532067,261.39515561243786,270.4716282556634,282.8204253956076,287.78037253779644,292.7403196799853,297.70026682217417,302.66021396436304,307.6201611065519,312.58010824874077,317.54005539092964,322.5000025331185,327.45994967530737,332.41989681749624,337.37984395968516,342.33979110187397,0.818829489145705,0.7255982073235255,0.5926561794910008,0.5502266016989981,0.5182818089756182,0.4780342563577695,0.45739704626175287,0.4401920548953811,0.4255625155085539,0.40321033133315043,0.39192112774665283,0.3818908082930586,0.3728882483968016,0.3647362835837985,0.3572967115579335,0.3326283639925712,0.3255538751223941,0.26832574414671373,0.24064845612778213,0.2345877067852667,0.22512936122330787,0.21969044685348205,0.21690912096363735,0.21433050990802224,0.21193322026001313,0.20969877016693456,0.20761110953267686,0.20565623223541207,0.20382186038195396,0.20209718542707172,0.2004726545380085,0.19893979322573765,0.1974910572478272,0.19611970829067932
LU,tot,167.4085122568924,174.14671706181272,192.97556313318142,199.9891325847385,207.0027020362955,220.85016326744216,228.00942063200327,235.16867799656433,242.3279353611254,250.31812893494833,262.19680377371867,269.46298840815604,276.7291730425934,283.9953576770308,291.2615423114682,304.889719919301,312.26769940236505,319.64567888542905,333.88977857487197,350.2430456207933,358.18658274762385,367.0882673419438,373.82647214686415,380.5646769517846,387.30288175670483,394.0410865616252,400.7792913665455,407.51749617146584,414.2557009763861,420.9939057813064,427.7321105862267,434.4703153911471,441.2085201960674,447.9467250009878,0.8310378558898912,0.7352187812278357,0.6293751116774347,0.5849056816710902,0.5512296488553908,0.5010452558076252,0.47901793281453164,0.4606157874742842,0.44495117215520175,0.42856701728120655,0.4008565304150787,0.38991656383177487,0.38009085253913877,0.3711908897067646,0.36306899893706396,0.3401894889109664,0.33264222919742187,0.28029873977520003,0.2596865576200005,0.23786099866238833,0.2322765695091824,0.2280843342425178,0.22486168292831307,0.22186937577744992,0.21908352536846717,0.2164834457410989,0.21405113176520027,0.21177083724321263,0.20962873049947417,0.20761261129551326,0.2057116766624619,0.20391632603864318,0.20221799820563047,0.2006090341150975
