,,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE
CH,tot,158.87561840106684,165.357922586749,171.8402267724311,178.32253095811325,184.8048351437954,191.28713932947753,197.76944351515968,204.2517477008418,210.73405188652393,224.5081693474021,237.01209890233616,250.9746659746292,257.84998824685755,272.6711411979087,282.6605587734247,297.59091284888694,311.6304860153743,321.8839871145911,331.2644668367364,344.7709417104504,353.5347165530955,361.35676231389357,367.8390664995757,374.3213706852579,380.80367487094003,387.2859790566222,393.76828324230434,400.2505874279865,406.7328916136685,413.21519579935074,419.69749998503283,426.17980417071504,432.6621083563972,439.1444125420793,0.8869935520768126,0.8210145383395413,0.7765052939902636,0.7437415689729678,0.7183060268347752,0.6978323150546459,0.6809123656246263,0.6666445913366328,0.6544195144544724,0.6116758751028295,0.5823090603838601,0.5600015630327799,0.5510791242548666,0.5217334684883749,0.506183587078143,0.4770535882253223,0.44837912697206583,0.3937762478513839,0.37973969792576967,0.3591516604418069,0.3521876900045239,0.34812634950271326,0.3449742976390916,0.34202969037953085,0.33927236479931977,0.33668472533655236,0.3342513429715466,0.33195862796821807,0.32979456076235286,0.3277484691922693,0.32581084294787355,0.32397317812473453,0.3222278462924578,0.3205679836501102
CZ,residential,77.98625411920061,81.10969580332636,84.23313748745211,87.35657917157785,90.48002085570361,93.60346253982935,96.72690422395512,99.85034590808087,102.9737875922066,106.09722927633237,109.22067096045811,123.75742538988513,127.09658808595346,131.94707742297803,136.55739025623004,142.70247771898133,148.15501320498203,152.5895991344591,156.07810038106373,161.77396865486676,167.27177867040857,170.3952203545343,173.51866203866004,176.64210372278583,179.76554540691157,182.88898709103734,186.01242877516307,189.13587045928884,192.25931214341455,195.3827538275403,198.50619551166605,201.62963719579184,204.75307887991758,207.87652056404337,0.8175557938926472,0.7222934695119656,0.6618072468128451,0.6194066480735592,0.5877816199983572,0.5631642043244965,0.5433920757018648,0.527125754820679,0.5134865281731374,0.5018716328890566,0.4918525334111669,0.4359557889390319,0.42697742407073574,0.4086676227042637,0.3926293824962475,0.3738414840347133,0.35440302480003283,0.26095495018798287,0.25365134091845354,0.2404070025827408,0.2295863211138487,0.22637619853960989,0.22340498908124165,0.22064685195848988,0.21807956136100579,0.21568389273009675,0.2134431305013803,0.21134267005044632,0.20936969338162,0.20751290304243997,0.20576230238117563,0.20410901296613407,0.20254512201320055,0.20106355420414684
CZ,services,55.01289479222545,57.30011000755761,59.58732522288976,61.87454043822191,64.16175565355407,66.44897086888622,68.73618608421839,71.02340129955053,73.31061651488268,75.59783173021484,77.885046945547,87.37394967468244,89.7972827159991,95.0491887283772,98.35602530395431,104.87567637219223,112.95974603597956,115.61567543664114,123.2669229381382,125.87060653869302,128.15782175402518,130.44503696935732,132.7322521846895,135.01946740002165,137.3066826153538,139.59389783068593,141.8811130460181,144.16832826135027,146.4555434766824,148.74275869201455,151.02997390734672,153.31718912267888,155.60440433801105,157.8916195533432,0.840830506642266,0.7701451114855385,0.7209867610184684,0.6846096992442804,0.6565093371768111,0.6341033622506256,0.6157953665818889,0.600541121682565,0.5876268631875255,0.5765471514803043,0.5669335021822708,0.5118050370516678,0.5031268549222783,0.47866195320357535,0.4660033509412715,0.43668900235077157,0.40080755411996616,0.30487842155556755,0.2752991635570495,0.2676110803110224,0.26421703996359697,0.2610831240447119,0.2581804945507148,0.2554844305067338,0.2529736174441642,0.2506295793459187,0.24843622075879712,0.24637945489149674,0.24444689940674869,0.24262762593762865,0.2409119525625401,0.2392912708729834,0.23775790108175232,0.23630497000166892
CZ,tot,73.02758356736862,75.97053046592767,78.91347736448671,81.85642426304574,84.7993711616048,87.74231806016384,90.6852649587229,93.62821185728194,96.57115875584098,99.51410565440003,102.45705255295907,115.90425655051433,119.04574256051876,123.98287543185451,128.3118402375085,134.5377751502944,140.55831250523414,144.6089854150378,148.9959920554377,154.0244296386818,158.82925080296008,161.7721977015191,164.71514460007813,167.65809149863725,170.60103839719628,173.5439852957553,176.48693219431433,179.42987909287342,182.37282599143242,185.31577288999148,188.2587197885505,191.2016666871096,194.14461358566865,197.0875604842277,0.8225795098878247,0.7326219776127617,0.6745808124976241,0.6334803603734495,0.6026161116552772,0.5784760230434514,0.5590199192937655,0.5429720493276613,0.5294893029831378,0.5179899240675874,0.5080583387332965,0.4523274230410197,0.44341385093056096,0.4237755057309569,0.4084667413875166,0.3874067678007507,0.3644191817640773,0.27043558473100926,0.2583239018226503,0.2462788499343201,0.2370611672303844,0.23386749343459273,0.23091108657626802,0.22816634757885704,0.22561124734000682,0.2232267228695251,0.22099619245054447,0.21890516323002196,0.2169409112467023,0.21509221871316384,0.2133491569104073,0.21170290568972916,0.21014560255808845,0.20867021582610862
DE,residential,130.17596109082498,135.38968721206362,140.6034133333022,145.8171394545408,151.03086557577944,156.24459169701808,161.4583178182567,166.6720439394953,171.88577006073393,177.09949618197254,190.1331401456236,212.37808401190875,218.06151706543625,226.34064897010944,232.07135584177658,237.80206271344375,245.13049318046376,253.65232955617918,259.4575402633352,270.11819210033786,277.2011357905496,282.4148619117882,287.6285880330268,292.84231415426547,298.0560402755041,303.2697663967427,308.48349251798135,313.69721863921995,318.91094476045856,324.12467088169717,329.3383970029358,334.55212312417444,339.76584924541305,344.9795753666517,0.8877994803904208,0.7807384410671461,0.7127847692147637,0.6650087849151958,0.6292574275806982,0.6013439997945597,0.5788649163631264,0.5603285225175623,0.5447540495117136,0.5314671546853644,0.48363082103094035,0.42687331019118396,0.4159445513013618,0.39420584599993375,0.3847228489760271,0.37594253468676664,0.3601946243702707,0.3032454460198843,0.2948519713244598,0.2737121777746331,0.26542302640390236,0.26154801094064684,0.2579593362156437,0.25462620393731406,0.2515221052409508,0.24862409508737435,0.24591220983605405,0.24336899594328304,0.24097912571151472,0.23872908181877303,0.23660689662735543,0.23460193544697852,0.23270471531291334,0.23090675264784655
DE,services,86.5028820375158,90.09889228488547,93.6949025322551,97.29091277962476,100.88692302699441,104.48293327436406,108.07894352173372,111.67495376910335,115.27096401647302,118.86697426384266,126.21732693330647,129.88566438868287,133.55400184405923,149.18850941837397,153.07477914651042,162.46611239258317,171.46896082106053,175.5386540589882,185.5616427313163,194.29513276642507,202.2974966829345,205.89350693030417,209.4895171776738,213.08552742504347,216.6815376724131,220.27754791978276,223.87355816715242,227.4695684145221,231.0655786618917,234.66158890926135,238.25759915663102,241.85360940400068,245.44961965137034,249.04562989873997,0.8985143657621182,0.8047041505841471,0.7440188925161841,0.7008645191913846,0.6683008188060926,0.6427052332096683,0.621976566416707,0.6048008649292632,0.5903087925006835,0.5778993737549083,0.5520381676710885,0.5422305016427894,0.5335188065808767,0.4875878114181469,0.47930981439806025,0.45471171538950506,0.4308039747554246,0.36621915942065775,0.3356954798779903,0.3130158295349378,0.2992950461531396,0.29576288671017553,0.292488137855715,0.2894434392448373,0.2866052023109911,0.28395297786672236,0.2814689475337775,0.27913751146677185,0.27694495164784505,0.2748791549960108,0.2729293841961442,0.27108608688023833,0.2693407358457373,0.26768569455390845
DE,tot,114.94314026711201,119.59262002458401,124.24209978205596,128.89157953952795,133.54105929699995,138.19053905447197,142.84001881194393,147.48949856941593,152.13897832688792,156.7884580843599,167.83981548040606,183.60538754364978,188.58597136248466,199.43059949722632,204.51798143882132,211.52548552452998,219.43793959015528,226.4069040326447,233.68324197448106,243.67171518192754,251.07534529664792,255.72482505411992,260.37430481159186,265.0237845690639,269.6732643265359,274.32274408400787,278.9722238414799,283.62170359895185,288.2711833564239,292.92066311389584,297.5701428713678,302.21962262883983,306.86910238631185,311.5185821437838,0.8915367467465314,0.7890974889497104,0.7236789817170591,0.6775149783774235,0.6428754503026729,0.6157704673420173,0.5939019152401508,0.5758401200108679,0.5606431796729792,0.5476623414884383,0.5074907566476402,0.46710897633151105,0.4569535115802601,0.42677672898360147,0.41771402632749877,0.4034165951854749,0.38482260128902473,0.3252101738025742,0.30909786057921745,0.287420977290498,0.2772373160981918,0.2734818860738071,0.27000270618272826,0.26677017726168556,0.26375880902262205,0.2609465269594864,0.25831411568207985,0.2558447682018506,0.25352371826465775,0.25133793833655615,0.24927588990652239,0.2473273157896303,0.24548306638335593,0.2437349535506711
DK,residential,151.7593649335898,157.88668797586777,164.0140110181457,170.14133406042365,176.2686571027016,182.39598014497955,188.52330318725757,194.65062622953548,200.77794927181344,206.9052723140914,213.03259535636937,232.40446620527,246.18387952923572,265.7424895173187,272.4950053027603,285.18128197396834,292.68897947795153,308.47714126889554,316.87141481343116,323.6392921485506,329.76661519082853,337.277012990494,343.40433603277194,349.53165907504984,355.6589821173278,361.7863051596058,367.91362820188374,374.0409512441617,380.16827428643967,386.29559732871763,392.4229203709956,398.55024341327356,404.6775664555515,410.80488949782955,0.9009543791326889,0.8364695346508907,0.7913960605246216,0.757593626075745,0.7310599233953766,0.7095491826562353,0.6916846771198155,0.676566810342458,0.6635786155079488,0.6522805565032228,0.6423497276636818,0.5994383005687116,0.5653813757093614,0.5061424914141692,0.4964833429362077,0.46510988059971686,0.45377099727656256,0.3685579822830098,0.352017203177117,0.3431845155572855,0.3393293599789759,0.33320193138859033,0.3298642766864527,0.3267454196545248,0.3238241596229489,0.3210819855625333,0.3185026581133813,0.31607186789196184,0.3137769541966724,0.311606671924214,0.30955099725784174,0.307600964755448,0.30574853003418745,0.30398645344944697
DK,services,115.75693800525391,120.56025499861134,125.36357199196877,130.16688898532618,134.97020597868362,139.77352297204106,144.5768399653985,149.38015695875592,154.18347395211333,158.9867909454708,163.7901079388282,168.59342493218566,179.82663421924443,210.10883301637298,215.49328429003316,229.16876439637377,234.6989081153392,249.46161453578998,259.0279632449795,264.49509961851095,269.2984166118684,274.1017336052258,278.9050505985832,283.7083675919406,288.5116845852981,293.31500157865554,298.118318572013,302.9216355653704,307.7249525587278,312.52826955208525,317.33158654544263,322.13490353880013,326.9382205321575,331.741537525515,0.9095311320990118,0.85202011917761,0.8109038807951473,0.7795539575317035,0.7546340684970763,0.7342342872602061,0.717162860041673,0.7026287469336991,0.6900818586713204,0.6791254839609177,0.6694650244676955,0.66087637549625,0.6345025515108548,0.5269518344160213,0.5171295870044903,0.47677766392466175,0.466767282820687,0.34807727575066066,0.32277787393683477,0.31336418478035777,0.3096790021416593,0.30625387249398284,0.30306192693255546,0.3000799093006728,0.29728758353497325,0.29466725488535633,0.29220338009268665,0.2898822476896431,0.28769171404181093,0.2856209840414891,0.2836604278317593,0.2818014268003779,0.28003624350235773,0.2783579112611763
DK,tot,141.16811124527788,146.90593599131904,152.64376073736017,158.38158548340132,164.11941022944248,169.85723497548364,175.59505972152482,181.33288446756592,187.07070921360707,192.80853395964826,198.5463587056894,213.6324282095021,226.6627950052778,249.376088141578,255.72614443907747,268.7034266181001,275.6293640684876,291.11585569712406,299.85493225828213,306.2401554591572,311.9779802051984,318.69200448172774,324.4298292277689,330.16765397381,335.9054787198512,341.64330346589236,347.38112821193346,353.1189529579746,358.85677770401577,364.5946024500569,370.3324271960981,376.0702519421393,381.80807668818045,387.54590143422166,0.9034775025507054,0.8410442314081916,0.797134903458805,0.7640539528196184,0.7379950045151626,0.7168110876856821,0.6991798912446785,0.6842337540903332,0.6713753835554207,0.6601778418033146,0.6503265506666653,0.6175122553877668,0.5857155578911698,0.5122642184649157,0.502557089272066,0.4685423284572108,0.4575942661211201,0.3625329340541291,0.34341552878787823,0.33441192117200985,0.33060676851509085,0.3252743067112739,0.3219795169659082,0.3189009155757269,0.31601758564041177,0.3133112562651085,0.31076589286999723,0.3083673619675298,0.3061031549677867,0.30396215914792063,0.3019344665869422,0.30001121387372853,0.29818444692092266,0.29644700638611743
EE,residential,90.57970409964192,94.21919521739062,97.8586863351393,101.498177452888,105.1376685706367,108.7771596883854,112.41665080613407,116.05614192388278,119.69563304163145,123.33512415938016,126.97461527712886,130.61410639487755,134.25359751262624,137.89308863037493,141.53257974812362,145.1720708658723,148.811561983621,162.37023303618295,166.17810913590984,178.99782235292753,194.74816062504468,198.3876517427933,202.02714286054203,205.66663397829072,209.3061250960394,212.94561621378813,216.58510733153682,220.2245984492855,223.86408956703417,227.5035806847829,231.14307180253158,234.78256292028027,238.422054038029,242.06154515577768,0.9054311012004814,0.8575363437232149,0.8202229682831345,0.7901613917559523,0.7653315543407113,0.7444227706696842,0.7265408675925196,0.7110515311491613,0.6974904616521655,0.6855089354032561,0.6748393189123257,0.6652724029012019,0.6566420352387731,0.6488144221758847,0.6416805066200943,0.6351504282683188,0.6291494248938896,0.516305711038055,0.509512081959238,0.4771871475006526,0.4415310260200611,0.43733165553721837,0.4334045642253001,0.4297238540520993,0.42626683815849836,0.423013554379516,0.41994636519291095,0.41704962659130174,0.414309412332387,0.4117132829963737,0.409250091535772,0.40690981872883264,0.40468343327940803,0.4025627723410399
EE,services,63.5166758929753,66.15831985087311,68.7999638087709,71.4416077666687,74.08325172456648,76.72489568246428,79.36653964036208,82.00818359825986,84.64982755615766,87.29147151405546,89.93311547195326,92.57475942985106,95.21640338774884,97.85804734564664,100.49969130354444,103.14133526144224,110.91789510997475,113.64821314253886,116.37853117510303,123.83898673976465,135.0704044335083,146.78028682470347,153.5344037403885,156.17604769828628,158.8176916561841,161.45933561408188,164.1009795719797,166.7426235298775,169.38426748777528,172.02591144567307,174.66755540357087,177.30919936146867,179.95084331936644,182.59248727726427,0.8991402230688401,0.8676616862388774,0.8421615681306686,0.8209716431016618,0.8030169848658822,0.7875668822989795,0.7741036701646102,0.7622483534243983,0.751715913673018,0.7422871638008384,0.7337903255274906,0.7260885735340263,0.7190713778451432,0.7126483411219848,0.7067447198136272,0.7012981090382572,0.6735172641394992,0.5653332428395887,0.5597615880324999,0.538310134096625,0.5131144346364981,0.4978010640331452,0.4939128974330593,0.49072789500525177,0.4877227145418796,0.48488228569544145,0.4821932008873462,0.4796434893064101,0.4772224271779898,0.47492037762959965,0.472728654856946,0.4706394083582928,0.46864552383299013,0.4667405379889191
EE,tot,69.72530213375236,72.59586578288447,75.46642943201655,78.33699308114865,81.20755673028074,84.07812037941284,86.94868402854492,89.819247677677,92.68981132680909,95.56037497594119,98.43093862507328,101.30150227420538,104.17206592333746,107.04262957246956,109.91319322160166,112.78375687073374,119.61121696273881,124.8257062488286,127.8032307373983,136.49317279697135,148.76129224739296,158.61971726836984,164.65929672314707,167.52986037227913,170.40042402141125,173.27098767054332,176.14155131967544,179.01211496880754,181.88267861793958,184.7532422670717,187.62380591620376,190.4943695653359,193.36493321446795,196.23549686360008,0.900583435954973,0.8653387951433379,0.8371285553554848,0.8139033529779872,0.7943714352597253,0.777669037107706,0.7631921172563795,0.7505031070389944,0.7392758584891074,0.729261467044286,0.7202661639371415,0.7121365179853603,0.7047492387356369,0.6980039731231824,0.691818105604602,0.686122932651543,0.6633386792123692,0.554085661152165,0.5482336688502818,0.524287690798837,0.49669222845371774,0.4839285604284083,0.4800314639707524,0.4767327394534469,0.4736239018055495,0.47068875843018815,0.46791293134224743,0.4652836070494464,0.46278932708756504,0.4604198116417012,0.45816581026494335,0.4560189749217289,0.4539717515266041,0.4520172868866012
ES,residential,105.27883499083518,115.57452422775671,119.8419038071059,124.1092833864551,128.3766629658043,135.08149951643622,143.2513943811772,147.6511110592142,154.21566065473482,160.8958495140359,170.8396756264681,175.43183784664643,180.0240000668248,184.6161622870032,189.20832450718154,193.80048672735992,198.39264894753828,202.98481116771666,207.57697338789504,211.97385526234999,215.91508299678367,219.85631073121735,223.79753846565103,227.73876620008477,231.67999393451848,235.6212216689522,239.56244940338584,243.50367713781955,247.4449048722532,251.38613260668694,255.3273603411206,259.2685880755543,263.209815809988,267.1510435444217,0.7081584933114309,0.5455060525037034,0.48302240633355453,0.4403310843528992,0.40892400530378614,0.3549121750168068,0.28794765395166694,0.2711909196577549,0.2300253985876589,0.20850232048110595,0.1695130336950945,0.15912325950829184,0.14972411642104205,0.14114507581015076,0.13325483345757053,0.12595070420819457,0.11915128873112324,0.07642827060665364,0.07126778502104747,0.06724947537281667,0.06532743285949165,0.06357804133536127,0.061979612694222294,0.0605138855774109,0.059165381880830925,0.057920901908674965,0.056769124711978654,0.055700289040051046,0.05470593665703215,0.05377870433043257,0.05291215411625045,0.052100634007771464,0.05133916283118667,0.0506233346339427
ES,services,90.84727086483416,94.41400834758986,99.20491178340684,102.79952967528732,106.39414756716779,109.98876545904828,113.58338335092877,117.17800124280922,125.41885110533761,129.10656540489168,139.11497874608503,149.62623708469602,153.56238840528542,157.49853972587482,161.43469104646422,165.3708423670536,169.306993687643,173.24314500823237,177.1792963288218,180.92032102597233,184.2060502684321,187.4917795108919,190.77750875335167,194.06323799581145,197.34896723827126,200.63469648073107,203.92042572319085,207.20615496565065,210.49188420811043,213.77761345057024,217.06334269303002,220.34907193548986,223.63480117794964,226.92053042040945,0.6079557150303904,0.4841208904726219,0.39836000330060606,0.35311531414160174,0.3211731847705317,0.2972995337246356,0.27870203072119054,0.2637496638780815,0.2283647174300234,0.21768940334489278,0.18144857331033268,0.1332893945506528,0.12512082959899506,0.1177188566068583,0.11095230315308524,0.10471993989850757,0.09894246197014953,0.06401166368495965,0.05958368904054811,0.05614349087921279,0.05450903430247413,0.05302643707201169,0.05167590333611185,0.05044088589431477,0.04930745286978476,0.04826379586351046,0.04729984424894005,0.046406959963945574,0.04557769397035452,0.044805590400326945,0.044085027901665595,0.04341109023837893,0.04277946007554947,0.042186331269561374
ES,tot,102.15199323563976,110.98974159173098,115.37055144377632,119.49216585745768,123.61378027113899,129.6447354957371,136.82331944258877,141.0485978906715,147.9763462097235,154.00816498778588,163.96598501258816,169.84061923195782,174.29064562716331,178.7406720223688,183.1906984175743,187.6407248127798,192.0907512079853,196.54077760319078,200.99080399839633,205.24558335440383,209.04478628561617,212.8439892168285,216.64319214804084,220.4423950792532,224.24159801046557,228.0408009416779,231.84000387289024,235.63920680410257,239.4384097353149,243.23761266652727,247.03681559773958,250.83601852895194,254.6352214601643,258.43442439137664,0.6864478714841511,0.5322059218933003,0.4646788688910915,0.42143431684889193,0.3899113101239415,0.34242942464778114,0.2859444337520094,0.2695786460968419,0.22966558400758819,0.2104928569230411,0.17209906964475818,0.15352591697893367,0.14439339939837217,0.1360693903382453,0.1284226141365246,0.12135070106517856,0.11477270559293967,0.07373800331188055,0.06873622857542885,0.06484317653064285,0.06298344436059553,0.061291858319655,0.05974714029046594,0.058331400315648575,0.05702949530731973,0.055828527017587,0.054717445400923284,0.0536867325643823,0.052728148931803095,0.051834527866550226,0.05099960835300807,0.050217897801598105,0.04948455887040282,0.0487953155655909
FI,residential,135.38479793239134,140.84550692476932,146.3062159171473,151.76692490952533,157.22763390190332,162.6883428942813,168.14905188665932,173.6097608790373,179.07046987141533,184.53117886379331,189.9918878561713,195.45259684854932,200.9133058409273,206.37401483330532,216.10868121819513,233.74247453910814,249.68879108150605,264.41560718266027,283.5062563945191,290.43911300730906,295.89982199968705,301.36053099206504,306.821239984443,312.281948976821,317.74265796919906,323.20336696157705,328.66407595395503,334.1247849463331,339.58549393871107,345.04620293108906,350.5069119234671,355.96762091584503,361.428329908223,366.88903890060107,0.9249169375008183,0.8836695308375783,0.8513633135597315,0.8252629262497485,0.8036726062778476,0.7854772382780894,0.7699095067040836,0.7564220229136774,0.7446126257313876,0.7341785215135218,0.7248869540470134,0.716555791478569,0.7090402961237707,0.7022238777777821,0.685606322362719,0.6443854908745197,0.604800495561373,0.4997705391496968,0.4521192381863382,0.4400698582160815,0.43613702608373717,0.4324673261856732,0.4290348809902503,0.42581713176596614,0.4227943188355931,0.4199490571758718,0.4172659874515748,0.41473148720884345,0.41233343040404785,0.4100609860392471,0.4079044486442459,0.40585509485216364,0.4039050614781163,0.4020472414145487
FI,services,103.64340547794285,107.9395515882984,112.23569769865391,116.53184380900944,120.82798991936495,125.12413602972047,129.420282140076,133.71642825043153,138.01257436078706,142.3087204711426,146.60486658149813,150.90101269185365,155.19715880220915,165.06189737458163,188.35000227007313,202.44464987199245,207.34456356208955,217.89215073449938,230.33305863342545,236.37734193166943,240.67348804202496,244.96963415238045,249.26578026273597,253.5619263730915,257.858072483447,262.15421859380257,266.4503647041581,270.7465108145136,275.0426569248691,279.33880303522466,283.6349491455802,287.93109525593576,292.22724136629125,296.5233874766468,0.9129089094101822,0.8732499926290433,0.8433008437110372,0.8196797924609676,0.8004626146139786,0.7844586458808682,0.770884657602035,0.759200774645838,0.7490208483571528,0.7400602703898095,0.732103990681571,0.7249860761741599,0.7185761783064978,0.6944851647888614,0.6199862348395353,0.5762467787132046,0.5672121053042332,0.4635799170364967,0.42938921289862625,0.41654613996106804,0.4132376843228081,0.410150822498251,0.4072635831212005,0.40455685178189066,0.40201391544398596,0.3996200922345946,0.3973624283528515,0.3952294482015814,0.39321094706186904,0.39129781802754754,0.3894819067216924,0.3877558886890856,0.38611316541033175,0.3845477756961584
FI,tot,124.6149195230856,129.68049145090754,134.74606337872947,139.8116353065514,144.87720723437334,149.94277916219528,155.00835109001724,160.07392301783915,165.1394949456611,170.20506687348305,175.27063880130498,180.33621072912692,185.40178265694885,192.35678220874684,206.69014050662247,223.12309901472514,235.3213627346069,248.63016330692687,265.4645502739457,272.09591329066393,277.1614852184859,282.2270571463078,287.29262907412976,292.35820100195167,297.42377292977363,302.4893448575956,307.5549167854175,312.62048871323947,317.68606064106143,322.75163256888334,327.8172044967053,332.8827764245272,337.94834835234917,343.0139202801711,0.9208426045093696,0.8801341736616737,0.8486277114567757,0.8233685647426296,0.8025834536842944,0.785131629109164,0.7702403761395291,0.7573648554730229,0.7461083389944013,0.7361742033451426,0.7273357000225162,0.7194161934366002,0.7122758281433825,0.6995981266216285,0.6633413771544427,0.6212659744261732,0.5920467263859381,0.48749103376014447,0.4444069234559618,0.4320882428630426,0.42836726214624554,0.42489531964628535,0.4216478631964048,0.4186035027260656,0.4157435122855935,0.41305142403268835,0.4105126948317471,0.40811443065900344,0.4058451573777529,0.40369462897569436,0.4016536662697495,0.3997140205448205,0.39786825771797785,0.3961096594926042
FR,residential,118.92993727175251,123.6526047049571,128.37527213816168,135.5614596672567,140.3389844525809,145.34699322743154,150.12943157189568,154.9118699163598,160.02750941908945,164.8166241049552,171.45748113784978,182.13133781706787,196.71673859948734,201.83108984926423,207.0976547042544,212.21472853923808,217.3318023742217,222.4488762092053,233.87188196744427,244.5851174602504,249.16421545873442,253.74331345721848,258.3224114557025,262.90150945418657,267.4806074526706,272.0597054511547,276.6388034496387,281.2179014481228,285.79699944660683,290.37609744509086,294.95519544357495,299.534293442059,304.113391440543,308.69248943902716,0.8114678954281609,0.7223254520084884,0.6672914574871252,0.6043821921732009,0.5749433095147137,0.55068773394197,0.5315939921566492,0.5155781162085781,0.4991153033429233,0.48717077574646406,0.4680485170814477,0.4319227920574511,0.3825689307802525,0.3729917335469179,0.3635096320361709,0.3551809953513046,0.34735860680606095,0.2855674658654661,0.25657925337432375,0.22103787897127913,0.21763692299526569,0.21448788285080403,0.2115634455191374,0.20884015350338525,0.206297740540432,0.20391860137815307,0.20168736481810576,0.19959054711126278,0.19761626846606536,0.19575401955830124,0.19399446797530043,0.19232929679325725,0.19075106919139953,0.1892531143013624
FR,services,103.63037275330002,110.52190154876537,116.34795455109763,120.53757965579912,124.72720476050061,128.91682986520212,133.1064549699036,137.2960800746051,152.27258405445568,156.67834552075743,161.0841069870592,169.9913373921215,176.05235006098533,180.5723199754573,185.09228988992922,189.61225980440113,194.1322297188731,198.652199633345,203.17216954781696,207.46812792709179,211.24139272424,215.01465752138822,218.78792231853646,222.5611871156847,226.33445191283292,230.10771670998116,233.8809815071294,237.65424630427762,241.42751110142586,245.2007758985741,248.97404069572232,252.74730549287057,256.5205702900188,260.29383508716705,0.7068715909808577,0.5778644796069432,0.5008325120102786,0.45803386695913334,0.4270005856425232,0.40323916565984047,0.38431281680696866,0.36877674409280514,0.3009262889172622,0.28864042997726674,0.2778001204341811,0.2381430922611033,0.21683458330112396,0.20768598397712257,0.19916806566615625,0.19118109876135836,0.1836461940838412,0.152155569433264,0.14546927505313517,0.1401914130353299,0.13773551125295994,0.1354834402498926,0.1334108849942513,0.1314972476847761,0.12972496339809836,0.1280789616561429,0.12654623882758004,0.12511551560829764,0.12377696045207784,0.12252196458893616,0.12134295773799156,0.120233256175206,0.11918693671510089,0.11819873159111703
FR,tot,113.5188069337706,119.00855446929127,124.12146589410733,130.24783307179717,134.81743025279832,139.5359941417954,144.10876706064772,148.6815399795,157.28475737155603,161.9382881828583,167.78863948507717,177.83767805156853,189.40818418921816,194.31231541136486,199.3148255262381,204.22071641315083,209.12660730006348,214.0324981869761,223.01404708980374,231.45762825131266,235.7517201976413,240.0458121439699,244.3399040902985,248.63399603662717,252.9280879829558,257.22217992928444,261.51627187561303,265.8103638219417,270.1044557682703,274.3985477145989,278.69263966092757,282.9867316072562,287.2808235535848,291.5749154999135,0.774474408747349,0.6712326807421181,0.6084184713435072,0.5526219043869978,0.5226191168579242,0.4985383135998981,0.4795037751320342,0.46365759537578133,0.42902006714714813,0.416954817919293,0.40076170838772107,0.3633870365992883,0.3239522195262607,0.31452660825128403,0.30538551781685974,0.29717772246118745,0.2894570108412222,0.23838251760361792,0.21728201887976256,0.19244420468617046,0.18937749426414607,0.18654569301412344,0.1839225482414969,0.18148561386286188,0.17921557902147664,0.1770957349608483,0.17511154784063135,0.17325031357704618,0.17150087679931666,0.16985340036881,0.16829917510136516,0.16683046170117366,0.16544035868805088,0.16412269144087727
GB,residential,176.24878306365298,183.0985333212774,196.7110753973446,203.714848401846,210.71862140634744,220.8169407444235,227.8866846497782,235.06594378112987,242.13792690690414,251.61724595669034,258.73651728634053,265.8557886159908,272.9750599456409,282.5881492233657,296.8849648277262,304.1772240297808,317.39326076781794,324.7878167752575,332.18237278269714,339.34064906927387,345.9476060071706,352.5545629450673,359.161519882964,365.7684768208607,372.3754337587574,378.98239069665414,385.58934763455085,392.1963045724476,398.80326151034427,405.4102184482409,412.0171753861377,418.6241323240344,425.2310892619311,431.8380461998279,0.7675836897543807,0.6666072493894541,0.5787807572376349,0.537088363116052,0.5058264964984909,0.46632088611579603,0.44591449678008566,0.42786161412761076,0.413125650905472,0.388688248178757,0.37708352280218377,0.36669499628706226,0.35730812332731215,0.3375087340600959,0.2966265712817472,0.28787085477054086,0.250716573693171,0.23722700361006105,0.2285406293450644,0.2215378386340455,0.21790979339373467,0.2145478690923747,0.21142344780247907,0.2085119265060475,0.2057920281133952,0.20324525126341714,0.20085542702252276,0.198608358777755,0.19649152749336735,0.1944938487736482,0.19260547132129446,0.1908176087230295,0.1891223982558527,0.18751278174492125
