,,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,cost,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE,dE
BE,residential,96.00763311205779,102.77064746453381,106.7094118830978,116.52089015253102,120.59042741607901,130.58945062488297,134.78539527977,144.75176294984422,149.06569347315994,153.46533303626853,157.78094717444966,162.38022227695322,166.70119784100936,171.0221734050655,175.34314896912164,186.54631493264074,190.98822641051274,201.09742462028504,205.63554223419732,209.9315499057512,213.662634378469,217.39371885118672,221.12480332390447,224.85588779662226,228.58697226934,232.31805674205776,236.04914121477552,239.7802256874933,243.51131016021102,247.24239463292878,250.97347910564656,254.70456357836431,258.43564805108207,262.16673252379985,0.7871759617289137,0.6948231976469319,0.6465757616900681,0.5708852499976989,0.5454249239339397,0.48986475066952256,0.47292843825375863,0.4166619802419334,0.40355686869676416,0.39171883456712386,0.38134972344937473,0.3710294163191272,0.36240481852136075,0.35444132895125174,0.34703354275971604,0.30711656947865046,0.2992141810407327,0.21891299080229568,0.2104449271219091,0.2038786093168237,0.20130439893949237,0.19892731116327209,0.1967253194430114,0.1946795887577048,0.19277391354596796,0.19099427113463419,0.18932846373914577,0.18776582908899095,0.18629700472867175,0.18491373467064903,0.1836087097385748,0.18237543491449848,0.1812081184845068,0.18010157889774148
BE,services,94.84367388223808,103.09108356612394,121.40422556935304,126.7717497262025,131.17213002617328,139.4538199285953,149.56591610682258,154.16653595175646,158.76715579669036,163.36777564162426,167.9683954865582,172.5690153314921,177.16963517642597,182.69337155891355,194.0092196322781,198.746463561733,203.48370749118791,208.22095142064282,212.95819535009775,217.46032191100534,221.41384127863583,225.36736064626632,229.3208800138968,233.2743993815273,237.2279187491578,241.1814381167883,245.1349574844188,249.08847685204933,253.04199621967982,256.9955155873103,260.9490349549408,264.9025543225713,268.8560736902018,272.80959305783233,0.7725590043523797,0.6387630066152995,0.49867369247927107,0.45140437462288424,0.4209845739094724,0.3801054392330052,0.3328470966595818,0.3169765629372215,0.30353170025477333,0.29190738756094514,0.2816859769464846,0.2725695479507235,0.2643396834612388,0.2512677549445231,0.21839904526874482,0.21097623730164994,0.20397919294936995,0.1543665347454309,0.14812019142903007,0.14316950729919983,0.14081680634618185,0.13866080805517136,0.13667788073260742,0.1348480290194032,0.13315422053387296,0.13158185682621523,0.13011835378944023,0.1287528059777299,0.12747571588237938,0.12627877395582113,0.12515467862026863,0.12409698803058,0.12309999724224724,0.12215863584620734
BE,tot,95.68493232053235,102.85948647278023,110.78346180373617,119.36288015827392,123.52414169101374,133.04704442834014,138.88320699675492,147.36195291347371,151.75536635048428,156.2107265044559,160.60535678409815,165.2050047084631,169.60350999046202,174.25794385630397,180.51820632796333,189.92873376525375,194.4525244133298,203.07238016686728,207.66570437048898,212.0188572813595,215.8116105091438,219.60436373692812,223.39711696471244,227.18987019249676,230.98262342028107,234.7753766480654,238.5681298758497,242.36088310363405,246.15363633141834,249.94638955920266,253.739142786987,257.5318960147713,261.32464924255567,265.11740247034,0.7831234970082794,0.6792808422486446,0.6055707903991356,0.5377598860950679,0.5109245751057275,0.4594346326976615,0.4340917172997206,0.38902478965686793,0.3758254841243899,0.3640467029949713,0.35371854096555694,0.34373200190634323,0.33521684157662596,0.32583706761330444,0.31137039142730893,0.2804622327147749,0.2728108455538377,0.20101786876873617,0.19316576387937823,0.18704737092635204,0.18453457272285376,0.18221878069484126,0.18007752327928878,0.1780916437583412,0.17624470733959055,0.1745225317192139,0.17291281200705091,0.1714048185136788,0.1699891513408992,0.16865753965197272,0.16740267637720757,0.1662180812404989,0.16509798658423627,0.16403724167096487
BG,residential,58.51037533285923,60.86120935974553,63.145512832653964,65.4298163055624,68.84836542928565,71.15737596630238,73.46638650331913,75.77539704033586,78.0844075773526,80.39341811436934,82.70242865138607,85.01143918840282,88.4853598572337,93.44108264884501,98.92942784611387,101.36348289679006,105.7846491184405,109.349703523759,111.8366906704464,114.23540946858866,116.55951185443367,120.0774531969362,122.2702125151398,124.46297183334343,126.65573115154703,128.84849046975066,131.04124978795426,133.23400910615788,135.42676842436146,137.61952774256505,139.81228706076865,142.00504637897228,144.19780569717588,146.3905650153795,0.751052916142587,0.6375271584417376,0.5676101392965782,0.5193155229743645,0.47322593617319275,0.44558527962408334,0.4234989256721023,0.4053854417513876,0.3902177779325509,0.37729812841161936,0.36613488250246473,0.3563712196179113,0.33579858977842714,0.30168611250876115,0.27241564677805274,0.2643040606406504,0.2412400709393241,0.17402730251910156,0.16647200776740964,0.1603782063929923,0.1566992247418166,0.15085959387939316,0.1481007436129498,0.1455517937434666,0.1431898493788208,0.14099521553522026,0.13895085792370676,0.13704196916976003,0.13525561716625395,0.13358045796874576,0.13200649982256862,0.13052490800534794,0.12912784248151588,0.12780832211051035
BG,services,38.70020663032302,40.31029979150173,41.92039295268044,43.53048611385915,45.14057927503785,46.75067243621657,48.360765597395286,49.97085875857398,51.5809519197527,56.601661975240056,60.59246834747403,69.02689414624518,73.94247064995389,75.84790440576347,77.75333816157304,79.65877191738262,82.8562645628967,84.78401068543226,86.71175680796784,88.54420704209636,90.15430020327507,92.03799098156462,93.64808414274333,95.25817730392204,96.86827046510075,98.47836362627945,100.08845678745817,101.69854994863688,103.30864310981558,104.9187362709943,106.52882943217301,108.13892259335172,109.74901575453043,111.35910891570914,0.7837541484350109,0.6767479813741015,0.6119081547298397,0.5678882580502271,0.5358348503912167,0.5113538113072463,0.49199509423724247,0.47627581464862556,0.46324187657236116,0.4204112971384743,0.38820924019568154,0.3216631715230345,0.2737870781662858,0.26382593618702616,0.25457276957613567,0.24591724767812184,0.22319311709489,0.1629013166977669,0.1550765877791927,0.14890965441279683,0.1460576857478379,0.14269048150561747,0.14028187387338797,0.13805651785964557,0.1359943470499152,0.13407811575553674,0.13229292061110365,0.13062581633692213,0.1290655047207875,0.12760208103772241,0.12622682589979844,0.12493203331527518,0.12371086781567245,0.12255724507539982
BG,tot,53.074591370746845,55.2221708278031,57.32147529062627,59.42077975344944,62.34310009361228,64.46033215970989,66.57756422580754,68.69479629190515,70.81202835800278,73.86511195032286,76.63559653967569,80.62538196261556,84.49488379906725,88.61362673101208,93.11884387704632,95.40784861544026,99.49324661119107,102.60903406486338,104.94256904081533,107.18590735609878,109.31409016394724,112.38360357328004,114.41648301367039,116.44936245406075,118.48224189445108,120.51512133484144,122.54800077523178,124.58088021562214,126.61375965601246,128.6466390964028,130.67951853679315,132.7123979771835,134.74527741757385,136.7781568579642,0.7600259257471802,0.6482891021423633,0.5797652322420866,0.5326435717298253,0.49040542297625234,0.4636317453106299,0.4422938375248655,0.42483730800498687,0.41025512492309796,0.38912810697668226,0.37219194548483897,0.3468475525546316,0.3187830264407727,0.2912975215612198,0.26751967505825086,0.2592588364168265,0.2362881018902166,0.17097440296037353,0.16334517719147648,0.15723130886482448,0.1537792543031874,0.14861804153863098,0.14595529561751125,0.14349513783847848,0.14121544942563918,0.13909720746616624,0.1371239623829351,0.1352814177483712,0.13355708978569555,0.1319400294631087,0.13042059415526297,0.1289902588562718,0.1276414591773701,0.12636746005830501
CH,residential,179.55798619930084,186.80261529050574,194.0472443817106,201.29187347291548,208.53650256412035,215.78113165532523,223.0257607465301,230.27038983773497,237.5150189289398,245.94341495995644,259.18703656090986,279.46964862540364,287.0964664040676,298.9270536926704,311.932901569906,330.45650806505006,347.6226878578678,357.8797090472143,366.0607689307596,381.43609382261985,390.10912116177684,397.3537502529817,404.5983793441866,411.8430084353914,419.0876375265963,426.33226661780117,433.57689570900607,440.82152480021097,448.06615389141575,455.31078298262065,462.5554120738255,469.80004116503045,477.04467025623535,484.2892993474402,0.8823289007178843,0.8122645222313332,0.7651856150421672,0.7305848381857379,0.7037446930933327,0.6821510130590688,0.66431172255542,0.649272880662404,0.6363902120089554,0.6198222008668531,0.591713548746798,0.5595410872351496,0.55062265709209,0.5322968149084922,0.5114108567251816,0.47254346269366687,0.4340925425409692,0.3876828454314745,0.3782525453839292,0.3556180718326676,0.3497073250547532,0.34611678185807865,0.34277185287578515,0.3396477713251746,0.33672303795655845,0.3339788929746488,0.3313988882104665,0.3289685378288336,0.32667503111022905,0.3245069947025914,0.3224542946015873,0.32050787026505423,0.3186595948932487,0.3169021571487987
CH,services,132.7321048126522,138.2505049443602,143.76890507606817,149.28730520777614,154.80570533948412,160.32410547119207,165.84250560290008,171.36090573460802,176.879305866316,197.5864537335182,209.23430356970277,215.16339764650624,221.09249172330976,239.92818251340955,246.0923362565364,256.54105167832756,266.6874114312351,276.98518613373267,287.9932633004349,298.9382671231203,307.26232281609776,315.850460790322,321.36886092202997,326.8872610537379,332.4056611854459,337.92406131715387,343.4424614488619,348.9608615805699,354.4792617122778,359.9976618439858,365.51606197569373,371.03446210740174,376.5528622391097,382.0712623708177,0.8931143025622361,0.8317467838192716,0.7901879968590231,0.7595727050568387,0.7358069299188041,0.7166834041222869,0.7008851175880156,0.6875678274118142,0.6761606139459642,0.5995511141101405,0.568317767820294,0.5585455873016886,0.54960082161001,0.5057310710831086,0.4969433080829051,0.48002127686500623,0.46360643472390795,0.39912902152901797,0.3789733949087555,0.361400116754762,0.3539282988831868,0.34926238401914955,0.34636301830246763,0.34365398171312145,0.3411167796686563,0.3387352744928551,0.3364953170055367,0.33438444580659743,0.3323916400549555,0.33050711487117607,0.32872215096303126,0.3270289519260263,0.32542052407377886,0.32389057472486327
CH,tot,158.95459838917543,165.43968673820166,171.9247750872279,178.40986343625417,184.8949517852804,191.38004013430663,197.86512848333285,204.35021683235908,210.8353051813853,224.6663520203236,237.20783404477874,251.17489819468875,258.0547175445341,272.9675503737956,282.9630528320233,297.9337072548921,312.0111662301494,322.28611896528236,331.71106645341666,345.13705007484,353.65652988967804,361.49230288941135,367.97739123843763,374.4624795874638,380.9475679364901,387.4326562855163,393.9177446345426,400.4028329835688,406.887921332595,413.3730096816213,419.8580980306475,426.3431863796738,432.82827472869997,439.31336307772625,0.887074477529399,0.820836717330026,0.7761866630415837,0.7433394996090221,0.71785207729654,0.6973452651268847,0.680404016369762,0.6661226572321444,0.6538891888612391,0.6109029226938996,0.5814194051391361,0.5591030672644267,0.5501730494799748,0.5206078876253233,0.5050451353225799,0.4758337009290561,0.44707865510146216,0.39271916291439357,0.3785697191748527,0.3581621715983891,0.35156455353926397,0.34750084680894977,0.34435196566352544,0.3414105038958712,0.3386562843098815,0.3360717008426595,0.3336413168802973,0.33135153733904965,0.32919033904590866,0.3271470475767686,0.3252121514006226,0.3233771461958819,0.32163440373268193,0.3199770608822671
CZ,residential,77.98625411920061,81.10969580332636,84.23313748745211,87.35657917157785,90.48002085570361,93.60346253982935,96.72690422395512,99.85034590808087,102.97378759220662,106.09722927633237,109.22067096045812,123.75742538988513,127.09658808595346,131.94707742297805,136.55739025623004,142.70247771898133,148.15501320498203,152.5895991344591,156.07810038106373,161.77396865486676,167.27177867040857,170.3952203545343,173.51866203866004,176.64210372278583,179.76554540691157,182.8889870910373,186.01242877516307,189.13587045928884,192.25931214341458,195.3827538275403,198.50619551166605,201.62963719579184,204.75307887991758,207.87652056404337,0.8175557938926472,0.7222934695119656,0.6618072468128451,0.6194066480735592,0.5877816199983572,0.5631642043244965,0.5433920757018648,0.527125754820679,0.5134865281731374,0.5018716328890566,0.4918525334111669,0.4359557889390319,0.42697742407073574,0.40866762270426366,0.39262938249624757,0.3738414840347133,0.35440302480003283,0.26095495018798287,0.25365134091845354,0.2404070025827408,0.2295863211138487,0.22637619853960989,0.22340498908124165,0.22064685195848988,0.21807956136100579,0.21568389273009675,0.2134431305013803,0.21134267005044632,0.20936969338162004,0.20751290304243997,0.20576230238117563,0.20410901296613407,0.20254512201320055,0.20106355420414684
CZ,services,55.07466756657578,57.36411442595285,59.65356128532989,61.943008144706965,64.23245500408402,66.52190186346107,68.81134872283815,71.1007955822152,73.39024244159225,75.67968930096932,77.96913616034638,87.52960190233323,89.95647700767296,95.23915604007948,98.55804025691529,105.12066905412685,113.26277726178823,115.92448795497897,123.36722083676767,125.97311686635723,128.26256372573428,130.55201058511133,132.84145744448838,135.13090430386544,137.42035116324251,139.70979802261957,141.99924488199662,144.2886917413737,146.57813860075072,148.8675854601278,151.15703231950485,153.44647917888193,155.73592603825898,158.02537289763606,0.8398980328747373,0.7689037439144584,0.719567382989222,0.6830804567466864,0.654909091708952,0.6324557454941437,0.6141154542444964,0.598838894151035,0.5859091242514782,0.574818649948281,0.5651976163486927,0.5096145680334534,0.500921326888306,0.4762828312570536,0.4635586412580653,0.4340134464563267,0.39783363554233175,0.30354555121439675,0.27489876176904776,0.26722764174354524,0.2638342037945703,0.2607010687291069,0.257799356269071,0.25510431210039297,0.25259459535633866,0.25025170905036814,0.24805954103186492,0.24600399119273228,0.24407266656761728,0.24225463030961641,0.24054019374029537,0.23892074308151195,0.23738859429664946,0.23593687085618134
CZ,tot,73.07797021989717,76.02274756923256,78.96752491856795,81.91230226790334,84.85707961723874,87.80185696657412,90.74663431590955,93.69141166524491,96.63618901458032,99.58096636391572,102.5257437132511,115.99644199738466,119.14016792250645,124.08324402642366,128.4168977871799,134.6514339402049,140.68014892627696,144.73493684579293,149.07054186779573,154.1044541927721,158.91494571178148,161.85972306111688,164.80450041045225,167.74927775978767,170.69405510912304,173.63883245845844,176.58360980779383,179.52838715712926,182.47316450646466,185.41794185580002,188.3627192051354,191.30749655447084,194.2522739038062,197.19705125314164,0.8223421080843032,0.7322786557785911,0.6741810361951261,0.6330473066634739,0.60216214697938,0.5780083337390934,0.5585429435567744,0.5424886563087632,0.5290014145587052,0.5174988644869918,0.5075650415278993,0.451735499289561,0.4428182156639988,0.4231526361591561,0.407824355483846,0.3867319520808758,0.36370704078136695,0.2700790132815382,0.2582031153415455,0.24615271168322744,0.23692314742925552,0.2337295176696414,0.23077319635519025,0.22802857545620275,0.22547361874127897,0.22308925751743527,0.22085890548790085,0.21876806610935773,0.21680401243916586,0.21495552427636486,0.2132126709454659,0.21156663071075205,0.2100095397920333,0.20853436545701845
DE,residential,130.17596109082498,135.38968721206362,140.60341333330223,145.81713945454084,151.03086557577947,156.24459169701808,161.45831781825672,166.6720439394953,171.88577006073393,177.09949618197257,190.1331401456236,212.37808401190878,218.06151706543625,226.34064897010947,232.0713558417766,237.80206271344377,245.13049318046376,253.6523295561792,259.4575402633352,270.11819210033786,277.20113579054964,282.41486191178825,287.62858803302686,292.84231415426547,298.05604027550413,303.26976639674274,308.48349251798135,313.69721863922,318.91094476045856,324.12467088169717,329.33839700293584,334.55212312417444,339.76584924541305,344.9795753666517,0.8877994803904209,0.7807384410671461,0.7127847692147639,0.6650087849151958,0.6292574275806984,0.6013439997945598,0.5788649163631264,0.5603285225175623,0.5447540495117136,0.5314671546853644,0.48363082103094035,0.42687331019118396,0.4159445513013619,0.39420584599993375,0.3847228489760271,0.37594253468676664,0.3601946243702708,0.3032454460198843,0.2948519713244598,0.2737121777746331,0.26542302640390236,0.26154801094064684,0.2579593362156437,0.2546262039373141,0.2515221052409508,0.24862409508737437,0.24591220983605408,0.24336899594328304,0.24097912571151472,0.23872908181877303,0.23660689662735543,0.23460193544697855,0.23270471531291334,0.23090675264784655
